0,0,0,0,1,0
0,0,0.25,0.375,1.0625,0
0,0,0.5,0.75,1.25,0
0,0,0.75,1.125,1.5625,0
0,0,1,1.5,2,0
0,0,1.25,1.875,2.5625,0
0,0,1.5,2.25,3.25,0
0,0,1.75,2.625,4.0625,0
0,0,2,3,5,0
0,0,2.25,3.375,6.0625,0
0,0,2.5,3.75,7.25,0
0,0,2.75,4.125,8.5625,0
0,0,3,4.5,10,0
0,0,3.25,4.875,11.5625,0
0,0,3.5,5.25,13.25,0
0,0,3.75,5.625,15.0625,0
0,0,4,6,17,0
0,0,4.25,6.375,19.0625,0
0,0,4.5,6.75,21.25,0
0,0,4.75,7.125,23.5625,0
0,0,5,7.5,26,0
0,0.25,0,0.2,1.11803398874989,0
0,0.25,0.25,0.575,1.18053398874989,0.0625
0,0.25,0.5,0.95,1.36803398874989,0.125
0,0.25,0.75,1.325,1.68053398874989,0.1875
0,0.25,1,1.7,2.11803398874989,0.25
0,0.25,1.25,2.075,2.68053398874989,0.3125
0,0.25,1.5,2.45,3.36803398874989,0.375
0,0.25,1.75,2.825,4.18053398874989,0.4375
0,0.25,2,3.2,5.11803398874989,0.5
0,0.25,2.25,3.575,6.18053398874989,0.5625
0,0.25,2.5,3.95,7.36803398874989,0.625
0,0.25,2.75,4.325,8.68053398874989,0.6875
0,0.25,3,4.7,10.1180339887499,0.75
0,0.25,3.25,5.075,11.6805339887499,0.8125
0,0.25,3.5,5.45,13.3680339887499,0.875
0,0.25,3.75,5.825,15.1805339887499,0.9375
0,0.25,4,6.2,17.1180339887499,1
0,0.25,4.25,6.575,19.1805339887499,1.0625
0,0.25,4.5,6.95,21.3680339887499,1.125
0,0.25,4.75,7.325,23.6805339887499,1.1875
0,0.25,5,7.7,26.1180339887499,1.25
0,0.5,0,0.4,1.22474487139159,0
0,0.5,0.25,0.775,1.28724487139159,0.125
0,0.5,0.5,1.15,1.47474487139159,0.25
0,0.5,0.75,1.525,1.78724487139159,0.375
0,0.5,1,1.9,2.22474487139159,0.5
0,0.5,1.25,2.275,2.78724487139159,0.625
0,0.5,1.5,2.65,3.47474487139159,0.75
0,0.5,1.75,3.025,4.28724487139159,0.875
0,0.5,2,3.4,5.22474487139159,1
0,0.5,2.25,3.775,6.28724487139159,1.125
0,0.5,2.5,4.15,7.47474487139159,1.25
0,0.5,2.75,4.525,8.78724487139159,1.375
0,0.5,3,4.9,10.2247448713916,1.5
0,0.5,3.25,5.275,11.7872448713916,1.625
0,0.5,3.5,5.65,13.4747448713916,1.75
0,0.5,3.75,6.025,15.2872448713916,1.875
0,0.5,4,6.4,17.2247448713916,2
0,0.5,4.25,6.775,19.2872448713916,2.125
0,0.5,4.5,7.15,21.4747448713916,2.25
0,0.5,4.75,7.525,23.7872448713916,2.375
0,0.5,5,7.9,26.2247448713916,2.5
0,0.75,0,0.6,1.3228756555323,0
0,0.75,0.25,0.975,1.3853756555323,0.1875
0,0.75,0.5,1.35,1.5728756555323,0.375
0,0.75,0.75,1.725,1.8853756555323,0.5625
0,0.75,1,2.1,2.3228756555323,0.75
0,0.75,1.25,2.475,2.8853756555323,0.9375
0,0.75,1.5,2.85,3.5728756555323,1.125
0,0.75,1.75,3.225,4.38537565553229,1.3125
0,0.75,2,3.6,5.32287565553229,1.5
0,0.75,2.25,3.975,6.38537565553229,1.6875
0,0.75,2.5,4.35,7.57287565553229,1.875
0,0.75,2.75,4.725,8.88537565553229,2.0625
0,0.75,3,5.1,10.3228756555323,2.25
0,0.75,3.25,5.475,11.8853756555323,2.4375
0,0.75,3.5,5.85,13.5728756555323,2.625
0,0.75,3.75,6.225,15.3853756555323,2.8125
0,0.75,4,6.6,17.3228756555323,3
0,0.75,4.25,6.975,19.3853756555323,3.1875
0,0.75,4.5,7.35,21.5728756555323,3.375
0,0.75,4.75,7.725,23.8853756555323,3.5625
0,0.75,5,8.1,26.3228756555323,3.75
0,1,0,0.8,1.4142135623731,0
0,1,0.25,1.175,1.4767135623731,0.25
0,1,0.5,1.55,1.6642135623731,0.5
0,1,0.75,1.925,1.9767135623731,0.75
0,1,1,2.3,2.41421356237309,1
0,1,1.25,2.675,2.97671356237309,1.25
0,1,1.5,3.05,3.66421356237309,1.5
0,1,1.75,3.425,4.47671356237309,1.75
0,1,2,3.8,5.41421356237309,2
0,1,2.25,4.175,6.47671356237309,2.25
0,1,2.5,4.55,7.66421356237309,2.5
0,1,2.75,4.925,8.9767135623731,2.75
0,1,3,5.3,10.4142135623731,3
0,1,3.25,5.675,11.9767135623731,3.25
0,1,3.5,6.05,13.6642135623731,3.5
0,1,3.75,6.425,15.4767135623731,3.75
0,1,4,6.8,17.4142135623731,4
0,1,4.25,7.175,19.4767135623731,4.25
0,1,4.5,7.55,21.6642135623731,4.5
0,1,4.75,7.925,23.9767135623731,4.75
